order_id,customer_id,product_id,order_date,region,quantity,price,total_amount
O39955,C1255,P0118,2024-03-31,North,4,255.02,1020.08
O39956,C1947,P0277,2025-06-08,East,3,1733.99,5201.97
O39957,C0187,P0010,2025-07-13,South,3,1065.0,3195.0
O39958,C1861,P0085,2024-06-15,South,1,1196.11,1196.11
O39959,C0519,P0142,2025-01-02,East,4,923.97,3695.88
O39960,C1913,P0205,2024-07-22,South,3,1489.49,4468.47
O39961,C1706,P0301,2025-01-29,West,3,1004.36,3013.08
O39962,C1179,P0170,2023-11-22,South,1,1047.89,1047.89
O39963,C0421,P0486,2024-03-25,West,1,609.59,609.59
O39964,C1090,P0030,2025-01-02,East,1,1047.89,1047.89
O39965,C0244,P0492,2024-12-08,West,5,795.04,3975.2
O39966,C1372,P0244,2024-09-21,East,5,275.45,1377.25
O39967,C0320,P0496,2025-07-19,East,4,1875.85,7503.4
O39968,C1998,P0123,2024-06-02,North,5,1916.95,9584.75
O39969,C1880,P0312,2024-03-23,East,5,1848.79,9243.95
O39970,C1353,P0406,2023-12-07,South,4,229.91,919.64
O39971,C1037,P0269,2024-05-01,South,4,794.64,3178.56
O39972,C0635,P0352,2025-07-18,North,3,1205.27,3615.81
O39973,C0423,P0479,2024-12-31,West,2,977.64,1955.28
O39974,C0445,P0287,2025-07-02,East,5,1187.36,5936.8
O39975,C1314,P0431,2024-01-27,South,4,1441.29,5765.16
O39976,C1740,P0326,2024-10-04,North,2,1477.58,2955.16
O39977,C1113,P0500,2023-12-01,West,5,1752.22,8761.1
O39978,C0412,P0372,2024-10-13,West,4,1151.7,4606.8
O39979,C1323,P0290,2025-03-26,South,5,412.24,2061.2
O39980,C0981,P0459,2024-09-21,West,4,81.22,324.88
O39981,C1683,P0145,2024-06-03,North,3,901.86,2705.58
O39982,C0314,P0398,2023-12-01,East,3,1599.87,4799.61
O39983,C1789,P0396,2024-02-13,East,1,1762.93,1762.93
O39984,C1430,P0260,2024-04-04,North,5,540.92,2704.6
O39985,C0128,P0034,2025-01-24,South,1,362.13,362.13
O39986,C1170,P0238,2024-03-20,West,4,1799.58,7198.32
O39987,C1745,P0117,2023-10-24,East,1,1219.07,1219.07
O39988,C1477,P0411,2025-02-18,West,5,1182.23,5911.15
O39989,C0264,P0067,2025-01-19,South,1,1378.47,1378.47
O39990,C1091,P0288,2024-12-22,South,4,1935.66,7742.64
O39991,C0460,P0442,2024-03-02,North,3,241.77,725.31
O39992,C1950,P0046,2023-10-08,West,2,119.45,238.9
O39993,C0106,P0482,2024-08-05,North,2,1786.8,3573.6
O39994,C0987,P0276,2025-04-03,East,5,1915.95,9579.75
O39995,C0825,P0382,2024-07-31,East,2,1832.76,3665.52
O39996,C1705,P0114,2024-12-08,North,4,340.15,1360.6
O39997,C0819,P0267,2025-05-23,West,2,642.06,1284.12
O39998,C0362,P0149,2025-03-15,West,3,1848.86,5546.58
O39999,C1911,P0129,2024-05-08,North,1,1600.35,1600.35
O40000,C0669,P0386,2023-12-31,South,2,277.27,554.54
O40001,C1232,P0069,2024-06-12,South,4,1530.0,6120.0
O40002,C0555,P0390,2024-05-29,South,1,1545.76,1545.76
O40003,C0569,P0344,2025-05-18,South,3,1592.08,4776.24
O40004,C0613,P0166,2024-10-11,North,3,1731.3,5193.9
O40005,C0270,P0374,2024-04-13,West,1,1414.65,1414.65
O40006,C0680,P0061,2023-12-17,North,4,1545.19,6180.76
O40007,C0218,P0399,2024-05-19,South,5,729.07,3645.35
O40008,C0775,P0034,2024-01-09,West,2,620.98,1241.96
O40009,C1840,P0131,2024-11-26,South,2,805.89,1611.78
O40010,C0480,P0381,2024-03-11,West,3,150.52,451.56
O40011,C1345,P0350,2025-04-06,South,1,1969.86,1969.86
O40012,C1349,P0217,2024-11-23,East,5,1046.17,5230.85
O40013,C1408,P0195,2024-05-05,West,1,1200.53,1200.53
O40014,C0674,P0126,2025-04-19,West,5,519.27,2596.35
O40015,C1713,P0040,2023-11-18,West,4,1924.31,7697.24
O40016,C0349,P0362,2023-10-28,East,2,210.91,421.82
O40017,C1198,P0341,2025-02-07,South,4,1151.83,4607.32
O40018,C1770,P0482,2025-01-29,East,3,1173.43,3520.29
O40019,C0473,P0023,2024-09-26,South,3,1470.2,4410.6
O40020,C1065,P0413,2024-04-10,South,5,1320.99,6604.95
O40021,C1614,P0023,2025-05-15,East,5,309.66,1548.3
O40022,C0369,P0020,2023-12-12,West,1,731.77,731.77
O40023,C0831,P0495,2025-03-10,East,3,1924.39,5773.17
O40024,C1649,P0207,2024-12-09,East,3,1018.21,3054.63
O40025,C0678,P0244,2025-07-26,West,3,1992.49,5977.47
O40026,C1994,P0192,2023-11-11,South,2,224.14,448.28
O40027,C1695,P0495,2024-06-28,South,2,615.95,1231.9
O40028,C0717,P0239,2025-02-13,West,4,1861.83,7447.32
O40029,C0684,P0113,2024-07-27,East,1,150.51,150.51
O40030,C1507,P0042,2024-06-02,East,4,198.94,795.76
O40031,C0951,P0051,2024-11-07,North,2,1412.25,2824.5
O40032,C0566,P0378,2024-09-08,North,5,1982.12,9910.6
O40033,C1915,P0317,2023-09-14,North,3,1916.58,5749.74
O40034,C0024,P0016,2024-08-29,South,5,319.07,1595.35
O40035,C0385,P0256,2025-01-30,North,2,761.63,1523.26
O40036,C1143,P0026,2023-10-09,West,2,212.99,425.98
O40037,C1967,P0251,2024-04-17,North,1,689.91,689.91
O40038,C1274,P0045,2024-06-19,East,4,949.96,3799.84
O40039,C1785,P0169,2025-04-02,East,3,1846.43,5539.29
O40040,C1358,P0120,2024-05-13,East,5,265.32,1326.6
O40041,C1541,P0463,2025-07-10,South,5,1942.67,9713.35
O40042,C1015,P0188,2024-03-28,East,4,1835.8,7343.2
O40043,C0240,P0381,2024-01-30,East,1,1628.99,1628.99
O40044,C0957,P0463,2025-07-20,South,4,83.55,334.2
O40045,C1878,P0001,2025-01-08,East,3,1851.03,5553.09
O40046,C0676,P0486,2025-01-08,South,1,949.95,949.95
O40047,C0656,P0470,2023-10-20,West,1,162.47,162.47
O40048,C1971,P0227,2025-05-18,South,3,1761.82,5285.46
O40049,C0419,P0462,2025-01-26,South,3,1150.32,3450.96
O40050,C0889,P0161,2024-05-20,East,2,492.47,984.94
O40051,C0639,P0172,2025-07-03,North,1,1941.4,1941.4
O40052,C0547,P0114,2025-08-25,North,4,60.32,241.28
O40053,C1474,P0418,2024-11-15,South,4,793.45,3173.8
O40054,C1236,P0279,2024-06-02,South,2,1638.01,3276.02
O40055,C0022,P0341,2024-04-15,North,2,189.53,379.06
O40056,C1655,P0454,2025-03-09,West,3,1948.26,5844.78
O40057,C0435,P0139,2025-05-08,East,1,631.99,631.99
O40058,C1501,P0070,2024-01-28,West,4,1218.32,4873.28
O40059,C0649,P0492,2024-11-03,West,3,392.22,1176.66
O40060,C0880,P0311,2025-08-21,East,3,401.75,1205.25
O40061,C1003,P0014,2023-12-24,North,5,1068.61,5343.05
O40062,C0470,P0397,2025-08-17,North,1,1767.05,1767.05
O40063,C1899,P0410,2024-07-17,West,4,590.54,2362.16
O40064,C1233,P0496,2025-07-05,South,3,1317.98,3953.94
O40065,C0577,P0067,2025-08-14,West,2,1208.72,2417.44
O40066,C1111,P0424,2025-04-04,South,3,143.84,431.52
O40067,C0536,P0327,2024-10-04,East,4,484.89,1939.56
O40068,C1400,P0175,2024-04-29,West,3,1143.96,3431.88
O40069,C1176,P0194,2025-08-23,North,1,1486.41,1486.41
O40070,C1555,P0383,2025-02-06,East,3,311.34,934.02
O40071,C0806,P0496,2025-03-05,North,1,1413.48,1413.48
O40072,C1145,P0232,2024-08-05,South,1,387.26,387.26
O40073,C1194,P0431,2023-11-06,North,1,1551.44,1551.44
O40074,C0438,P0292,2023-10-01,South,4,1171.06,4684.24
O40075,C1650,P0153,2025-06-29,South,5,1668.54,8342.7
O40076,C1054,P0008,2024-03-30,South,4,1806.21,7224.84
O40077,C1850,P0121,2024-05-04,West,5,451.81,2259.05
O40078,C0970,P0137,2025-03-09,South,5,1877.91,9389.55
O40079,C1824,P0180,2025-06-23,South,3,1701.3,5103.9
O40080,C1705,P0446,2024-08-14,West,1,1083.28,1083.28
O40081,C1601,P0166,2024-04-10,West,2,966.77,1933.54
O40082,C0358,P0387,2025-03-18,West,3,1842.1,5526.3
O40083,C1025,P0473,2025-05-27,North,3,1767.12,5301.36
O40084,C1121,P0340,2025-04-19,West,3,571.19,1713.57
O40085,C1489,P0075,2024-12-29,South,2,1331.46,2662.92
O40086,C0003,P0449,2024-07-24,South,2,1444.01,2888.02
O40087,C0449,P0045,2025-03-18,South,2,1909.58,3819.16
O40088,C0112,P0117,2025-02-12,West,4,787.47,3149.88
O40089,C1740,P0110,2023-11-15,East,5,1318.58,6592.9
O40090,C1134,P0383,2025-05-09,North,2,1223.76,2447.52
O40091,C1999,P0116,2024-01-17,West,5,558.29,2791.45
O40092,C1161,P0153,2025-05-29,East,2,1545.99,3091.98
O40093,C0425,P0159,2024-10-15,West,1,1971.28,1971.28
O40094,C0656,P0109,2024-06-08,South,1,1176.99,1176.99
O40095,C0856,P0015,2023-10-14,West,2,1358.54,2717.08
O40096,C0383,P0128,2024-11-12,West,2,1369.47,2738.94
O40097,C1101,P0400,2025-03-18,South,1,1887.0,1887.0
O40098,C0498,P0053,2024-07-29,West,5,221.68,1108.4
O40099,C1403,P0147,2025-05-20,East,4,936.77,3747.08
O40100,C1811,P0233,2023-09-06,South,1,297.9,297.9
O40101,C0185,P0122,2024-07-14,West,2,1400.43,2800.86
O40102,C1185,P0180,2025-05-20,West,2,1914.82,3829.64
O40103,C1407,P0117,2024-03-10,North,3,809.6,2428.8
O40104,C1626,P0048,2024-09-08,South,1,154.43,154.43
O40105,C1445,P0051,2024-02-20,North,2,1608.66,3217.32
O40106,C1410,P0139,2025-05-18,North,3,81.19,243.57
O40107,C1677,P0452,2024-01-24,East,5,320.51,1602.55
O40108,C1970,P0215,2025-04-19,North,4,1779.91,7119.64
O40109,C1534,P0479,2025-02-09,North,3,1758.32,5274.96
O40110,C0161,P0208,2024-07-30,West,1,1845.67,1845.67
O40111,C0945,P0248,2025-06-08,South,2,390.99,781.98
O40112,C0741,P0294,2023-09-20,East,2,1828.06,3656.12
O40113,C1450,P0212,2024-04-07,North,1,822.97,822.97
O40114,C1295,P0043,2025-06-02,East,4,1404.7,5618.8
O40115,C1447,P0265,2024-02-05,North,3,1873.26,5619.78
O40116,C1270,P0153,2024-07-09,East,2,1005.88,2011.76
O40117,C1965,P0301,2025-04-12,East,1,80.83,80.83
O40118,C0510,P0102,2024-07-01,East,1,97.69,97.69
O40119,C0757,P0081,2024-01-27,North,2,1363.2,2726.4
O40120,C0023,P0396,2024-02-11,East,2,504.74,1009.48
O40121,C1846,P0104,2024-08-14,North,5,1098.31,5491.55
O40122,C1256,P0371,2024-01-18,East,1,1500.87,1500.87
O40123,C0379,P0258,2025-05-25,South,5,212.99,1064.95
O40124,C1392,P0246,2024-02-11,East,3,986.24,2958.72
O40125,C1216,P0397,2024-04-02,West,3,855.98,2567.94
O40126,C1728,P0282,2024-08-13,East,1,1956.31,1956.31
O40127,C0505,P0271,2024-05-09,East,2,401.44,802.88
O40128,C0658,P0023,2025-05-09,North,4,145.19,580.76
O40129,C0370,P0366,2025-08-28,East,1,1851.37,1851.37
O40130,C1178,P0368,2025-06-24,West,1,1207.2,1207.2
O40131,C1939,P0419,2025-03-18,North,2,314.46,628.92
O40132,C1894,P0335,2025-08-05,South,4,1234.21,4936.84
O40133,C0078,P0421,2023-11-17,South,3,609.98,1829.94
O40134,C1646,P0126,2023-12-07,North,1,622.34,622.34
O40135,C1507,P0442,2025-02-19,West,2,539.63,1079.26
O40136,C0468,P0448,2024-10-23,East,3,613.14,1839.42
O40137,C0862,P0143,2023-09-05,West,3,1314.16,3942.48
O40138,C0969,P0204,2024-10-29,West,2,1623.99,3247.98
O40139,C0829,P0245,2024-03-31,West,2,1194.63,2389.26
O40140,C0842,P0087,2024-12-04,West,3,332.62,997.86
O40141,C0825,P0480,2024-11-26,North,3,203.3,609.9
O40142,C1611,P0421,2024-05-11,East,5,595.03,2975.15
O40143,C1001,P0220,2024-11-11,West,1,1744.82,1744.82
O40144,C0128,P0001,2023-12-24,East,1,430.47,430.47
O40145,C1880,P0063,2025-08-11,South,4,894.14,3576.56
O40146,C0112,P0272,2024-09-08,South,4,314.1,1256.4
O40147,C0031,P0493,2024-02-23,South,4,1883.1,7532.4
O40148,C1673,P0380,2023-12-24,South,3,1221.41,3664.23
O40149,C0098,P0327,2024-02-16,West,2,52.83,105.66
O40150,C0052,P0344,2024-09-04,West,1,1619.28,1619.28
O40151,C0871,P0393,2025-06-13,West,5,570.43,2852.15
O40152,C0765,P0337,2024-12-31,East,1,379.98,379.98
O40153,C1238,P0190,2025-06-18,South,3,241.28,723.84
O40154,C0548,P0269,2024-05-04,West,1,1867.57,1867.57
O40155,C0670,P0184,2024-03-18,East,5,200.73,1003.65
O40156,C1268,P0476,2023-12-15,West,5,1289.78,6448.9
O40157,C0385,P0480,2024-03-24,North,2,1621.37,3242.74
O40158,C0011,P0377,2024-08-25,West,4,1742.3,6969.2
O40159,C0650,P0209,2024-03-04,West,2,1755.8,3511.6
O40160,C1065,P0266,2024-01-17,West,1,381.57,381.57
O40161,C0726,P0259,2025-07-03,South,5,298.34,1491.7
O40162,C1895,P0166,2024-01-18,South,4,715.19,2860.76
O40163,C1189,P0096,2024-04-01,West,5,1166.92,5834.6
O40164,C0086,P0201,2025-05-26,East,3,1281.5,3844.5
O40165,C1447,P0276,2025-06-28,West,4,1190.56,4762.24
O40166,C1191,P0295,2025-03-21,North,2,332.73,665.46
O40167,C0550,P0024,2025-05-06,East,5,1072.09,5360.45
O40168,C1398,P0004,2024-03-12,North,2,810.46,1620.92
O40169,C0188,P0496,2024-10-14,North,1,1043.47,1043.47
O40170,C0907,P0037,2025-08-02,East,1,1898.22,1898.22
O40171,C0582,P0021,2024-04-29,South,2,500.14,1000.28
O40172,C0859,P0490,2025-05-16,East,5,1695.41,8477.05
O40173,C0151,P0004,2024-12-30,West,3,362.6,1087.8
O40174,C1365,P0214,2024-03-02,North,2,1369.09,2738.18
O40175,C0632,P0074,2024-10-21,South,5,1961.9,9809.5
O40176,C0639,P0416,2024-09-26,West,4,584.18,2336.72
O40177,C1783,P0219,2025-05-18,East,3,1116.59,3349.77
O40178,C1153,P0094,2023-11-15,North,2,1484.07,2968.14
O40179,C1100,P0307,2024-01-11,North,4,1808.99,7235.96
O40180,C0991,P0493,2025-02-22,North,3,666.38,1999.14
O40181,C1444,P0099,2023-11-21,North,3,54.89,164.67
O40182,C0099,P0210,2024-05-05,North,5,1215.69,6078.45
O40183,C1019,P0431,2023-12-10,North,2,836.77,1673.54
O40184,C0917,P0029,2025-04-20,South,1,218.84,218.84
O40185,C1114,P0198,2024-06-10,South,1,1742.17,1742.17
O40186,C1176,P0209,2023-09-23,West,2,186.4,372.8
O40187,C1601,P0080,2025-03-24,North,4,1264.93,5059.72
O40188,C1592,P0308,2025-03-31,West,5,1392.1,6960.5
O40189,C1859,P0125,2024-05-29,North,5,1017.42,5087.1
O40190,C1090,P0255,2023-10-18,North,1,1385.85,1385.85
O40191,C0607,P0238,2025-05-09,East,5,1114.52,5572.6
O40192,C1886,P0403,2023-09-11,South,4,169.93,679.72
O40193,C0740,P0041,2025-05-07,South,3,742.34,2227.02
O40194,C1215,P0376,2024-12-29,North,5,1011.05,5055.25
O40195,C0477,P0175,2024-11-15,North,5,497.26,2486.3
O40196,C0636,P0425,2023-12-24,West,4,142.44,569.76
O40197,C1494,P0386,2024-01-11,South,3,1256.74,3770.22
O40198,C1917,P0212,2025-07-30,North,3,641.27,1923.81
O40199,C1441,P0498,2025-05-25,South,4,506.75,2027.0
O40200,C1276,P0464,2024-07-27,South,4,881.76,3527.04
O40201,C1580,P0156,2024-05-02,East,3,1989.02,5967.06
O40202,C1691,P0438,2025-05-09,East,5,1423.76,7118.8
O40203,C1338,P0374,2024-03-12,South,2,1126.04,2252.08
O40204,C0446,P0062,2024-05-10,North,4,183.41,733.64
O40205,C0357,P0384,2025-01-26,West,5,1471.03,7355.15
O40206,C0190,P0289,2024-06-29,North,4,570.99,2283.96
O40207,C1590,P0482,2024-08-10,East,1,886.59,886.59
O40208,C0590,P0329,2025-08-19,North,2,767.81,1535.62
O40209,C1423,P0347,2024-01-04,West,1,833.49,833.49
O40210,C1928,P0460,2024-03-06,East,1,1484.13,1484.13
O40211,C0473,P0089,2025-06-09,East,3,142.28,426.84
O40212,C0630,P0142,2025-03-08,South,5,905.28,4526.4
O40213,C0565,P0414,2023-09-09,West,2,1496.16,2992.32
O40214,C1273,P0231,2024-07-21,North,4,105.64,422.56
O40215,C0245,P0012,2025-07-10,North,3,1060.34,3181.02
O40216,C1038,P0017,2025-02-14,South,1,191.3,191.3
O40217,C0896,P0367,2023-10-07,South,3,615.79,1847.37
O40218,C0028,P0359,2024-04-03,North,5,1746.02,8730.1
O40219,C1338,P0324,2025-08-20,South,3,695.69,2087.07
O40220,C1724,P0434,2025-07-19,West,1,1180.58,1180.58
O40221,C1669,P0451,2024-04-13,North,5,1759.57,8797.85
O40222,C0442,P0171,2025-02-26,South,2,1559.31,3118.62
O40223,C0647,P0376,2024-10-26,West,4,567.19,2268.76
O40224,C0066,P0363,2025-04-19,East,3,1237.31,3711.93
O40225,C0861,P0406,2024-12-28,West,5,1509.24,7546.2
O40226,C1201,P0036,2025-04-04,West,1,302.45,302.45
O40227,C0704,P0349,2024-09-10,North,4,443.45,1773.8
O40228,C1118,P0242,2025-01-21,South,4,852.22,3408.88
O40229,C1997,P0332,2025-08-06,West,3,371.34,1114.02
O40230,C0015,P0041,2024-11-14,East,5,898.75,4493.75
O40231,C1699,P0153,2024-10-06,North,2,477.77,955.54
O40232,C0137,P0146,2024-09-03,North,3,124.08,372.24
O40233,C0719,P0161,2024-07-28,South,1,679.78,679.78
O40234,C1500,P0162,2024-09-11,East,2,238.96,477.92
O40235,C1373,P0351,2024-10-10,South,4,1851.32,7405.28
O40236,C1016,P0428,2025-02-19,South,4,476.22,1904.88
O40237,C1784,P0405,2024-02-02,West,5,198.07,990.35
O40238,C0358,P0170,2025-04-17,North,5,741.19,3705.95
O40239,C1588,P0414,2023-12-05,West,5,1078.96,5394.8
O40240,C1448,P0327,2023-11-21,North,2,722.33,1444.66
O40241,C0607,P0043,2023-09-25,North,5,1666.25,8331.25
O40242,C0949,P0391,2024-04-01,South,5,1630.36,8151.8
O40243,C1003,P0117,2024-10-01,South,3,1256.29,3768.87
O40244,C1855,P0444,2023-10-22,West,3,147.18,441.54
O40245,C0586,P0209,2025-01-02,South,1,745.36,745.36
O40246,C0574,P0363,2024-01-22,West,5,1426.82,7134.1
O40247,C1855,P0151,2024-01-16,West,2,893.47,1786.94
O40248,C0958,P0019,2024-05-01,North,2,825.99,1651.98
O40249,C0499,P0191,2024-02-02,North,3,395.51,1186.53
O40250,C0982,P0422,2023-09-10,East,1,1739.22,1739.22
O40251,C1836,P0029,2024-02-03,East,4,499.15,1996.6
O40252,C0295,P0457,2024-02-08,East,3,73.55,220.65
O40253,C0210,P0400,2025-01-02,North,3,999.78,2999.34
O40254,C0643,P0028,2024-01-19,South,5,77.16,385.8
O40255,C0089,P0232,2024-01-26,East,4,1407.99,5631.96
O40256,C1969,P0122,2024-07-05,South,2,1338.87,2677.74
O40257,C1673,P0049,2024-06-09,South,4,270.91,1083.64
O40258,C0341,P0437,2024-12-27,East,1,1582.46,1582.46
O40259,C1659,P0277,2025-03-15,North,5,1792.69,8963.45
O40260,C0910,P0213,2025-06-11,West,5,1398.59,6992.95
O40261,C1976,P0130,2024-06-28,South,1,592.83,592.83
O40262,C0447,P0498,2024-10-02,South,5,506.77,2533.85
O40263,C1341,P0380,2023-11-23,East,4,1019.54,4078.16
O40264,C0001,P0192,2023-09-15,North,2,1014.44,2028.88
O40265,C0708,P0320,2025-02-07,West,3,508.06,1524.18
O40266,C0360,P0452,2023-12-21,South,1,1535.29,1535.29
O40267,C1277,P0225,2025-03-07,East,1,936.36,936.36
O40268,C0598,P0185,2025-02-14,East,1,1874.94,1874.94
O40269,C0928,P0239,2024-02-28,South,5,1322.19,6610.95
O40270,C0611,P0032,2024-05-15,North,5,1257.94,6289.7
O40271,C1308,P0465,2024-04-27,West,1,1590.96,1590.96
O40272,C0250,P0443,2025-04-03,East,5,376.96,1884.8
O40273,C1643,P0361,2023-11-06,East,5,1168.75,5843.75
O40274,C0234,P0224,2025-01-28,North,3,770.12,2310.36
O40275,C1140,P0017,2024-10-22,East,2,1277.95,2555.9
O40276,C1815,P0009,2024-01-08,North,5,1862.1,9310.5
O40277,C1216,P0007,2024-08-10,South,3,163.9,491.7
O40278,C0822,P0402,2025-06-02,East,1,530.61,530.61
O40279,C0358,P0365,2025-01-07,West,5,441.07,2205.35
O40280,C1607,P0447,2024-07-31,East,2,1215.9,2431.8
O40281,C1826,P0091,2024-01-08,East,2,1718.07,3436.14
O40282,C1003,P0336,2023-10-14,South,3,1032.81,3098.43
O40283,C1456,P0091,2025-06-12,West,3,1305.96,3917.88
O40284,C1274,P0148,2024-04-16,West,3,334.75,1004.25
O40285,C0517,P0344,2025-04-02,West,4,1684.73,6738.92
O40286,C1015,P0457,2025-04-03,West,1,138.34,138.34
O40287,C1078,P0139,2024-08-09,East,3,1673.61,5020.83
O40288,C1276,P0066,2024-12-04,East,1,831.73,831.73
O40289,C0305,P0391,2023-09-14,South,4,228.25,913.0
O40290,C0172,P0415,2024-01-16,South,3,349.96,1049.88
O40291,C0222,P0209,2025-02-21,South,1,1117.03,1117.03
O40292,C1150,P0249,2024-08-19,North,4,1879.4,7517.6
O40293,C0898,P0264,2025-02-24,South,2,833.03,1666.06
O40294,C0812,P0085,2024-03-25,North,2,257.58,515.16
O40295,C1762,P0403,2024-10-24,East,5,1452.65,7263.25
O40296,C0346,P0241,2024-01-22,South,4,143.6,574.4
O40297,C0338,P0345,2025-05-30,East,1,685.52,685.52
O40298,C0135,P0393,2025-06-25,South,2,1092.76,2185.52
O40299,C0721,P0476,2024-01-02,North,1,1293.84,1293.84
O40300,C0208,P0170,2025-02-15,West,2,1053.86,2107.72
O40301,C0942,P0010,2025-04-05,West,1,301.28,301.28
O40302,C1838,P0407,2024-04-16,East,1,1409.58,1409.58
O40303,C0729,P0125,2024-01-02,East,5,728.34,3641.7
O40304,C0041,P0233,2024-08-16,North,2,116.12,232.24
O40305,C0513,P0246,2024-12-02,South,1,1496.0,1496.0
O40306,C0987,P0412,2023-11-02,South,1,1285.01,1285.01
O40307,C0182,P0153,2024-08-23,South,5,1964.09,9820.45
O40308,C0314,P0035,2024-07-15,East,2,1792.12,3584.24
O40309,C0771,P0147,2025-07-30,North,2,661.03,1322.06
O40310,C0558,P0480,2025-06-29,West,1,358.84,358.84
O40311,C1289,P0105,2023-11-20,North,3,1952.28,5856.84
O40312,C0163,P0154,2023-09-25,East,4,879.38,3517.52
O40313,C1284,P0264,2023-11-17,South,2,1925.86,3851.72
O40314,C1843,P0158,2025-07-26,West,1,923.74,923.74
O40315,C0344,P0311,2023-12-18,South,1,1974.73,1974.73
O40316,C0628,P0429,2024-11-12,South,5,1092.69,5463.45
O40317,C0070,P0465,2024-05-13,North,3,830.48,2491.44
O40318,C1580,P0406,2024-10-20,West,3,123.65,370.95
O40319,C1337,P0075,2024-03-28,West,3,333.87,1001.61
O40320,C0820,P0349,2023-12-07,North,2,696.11,1392.22
O40321,C1133,P0468,2025-03-06,South,4,1625.17,6500.68
O40322,C0647,P0270,2023-10-06,East,4,1413.4,5653.6
O40323,C0771,P0385,2024-05-12,North,3,1899.64,5698.92
O40324,C1501,P0391,2024-12-24,East,2,1079.89,2159.78
O40325,C0383,P0154,2025-02-16,North,2,1279.22,2558.44
O40326,C0594,P0500,2024-01-11,North,1,421.79,421.79
O40327,C1815,P0102,2024-11-03,East,5,622.5,3112.5
O40328,C0407,P0194,2024-06-24,East,5,1435.06,7175.3
O40329,C0346,P0459,2024-08-25,North,1,243.45,243.45
O40330,C1213,P0183,2024-03-03,North,4,151.8,607.2
O40331,C0787,P0365,2024-03-06,North,5,942.39,4711.95
O40332,C1685,P0497,2024-01-11,West,5,128.13,640.65
O40333,C1257,P0209,2024-08-17,North,2,984.33,1968.66
O40334,C0103,P0298,2024-04-09,North,3,281.49,844.47
O40335,C0360,P0220,2025-04-14,East,5,583.62,2918.1
O40336,C0029,P0399,2024-10-23,East,2,1416.39,2832.78
O40337,C0488,P0205,2024-10-18,East,1,1919.64,1919.64
O40338,C1111,P0061,2024-11-16,North,4,1099.11,4396.44
O40339,C1187,P0285,2024-03-16,East,3,1694.89,5084.67
O40340,C0071,P0465,2024-12-30,West,5,100.98,504.9
O40341,C0416,P0141,2025-05-23,East,2,1370.99,2741.98
O40342,C1925,P0325,2025-03-06,East,3,1562.48,4687.44
O40343,C1976,P0017,2025-06-01,South,4,1627.89,6511.56
O40344,C1953,P0422,2023-12-21,West,4,1349.46,5397.84
O40345,C1129,P0360,2025-03-05,South,4,65.6,262.4
O40346,C0785,P0348,2024-10-21,North,2,1271.7,2543.4
O40347,C1796,P0156,2024-08-23,West,1,1141.88,1141.88
O40348,C1139,P0457,2025-02-12,East,5,529.26,2646.3
O40349,C0530,P0156,2024-04-05,East,3,405.79,1217.37
O40350,C0057,P0324,2024-08-02,North,1,698.2,698.2
O40351,C1288,P0284,2025-05-29,South,4,1571.36,6285.44
O40352,C1468,P0131,2024-07-29,West,1,555.65,555.65
O40353,C0616,P0116,2024-09-28,North,3,1112.28,3336.84
O40354,C0330,P0072,2023-10-15,West,2,1316.44,2632.88
O40355,C0909,P0334,2025-03-28,East,4,1965.54,7862.16
O40356,C1584,P0054,2024-07-03,North,3,525.48,1576.44
O40357,C0287,P0201,2023-12-19,West,3,191.14,573.42
O40358,C0557,P0381,2023-09-24,West,1,1909.2,1909.2
O40359,C0726,P0056,2025-06-02,West,3,1606.38,4819.14
O40360,C0329,P0341,2024-04-25,North,2,1714.58,3429.16
O40361,C0665,P0390,2023-12-11,North,3,1722.83,5168.49
O40362,C1438,P0218,2024-05-13,South,5,176.7,883.5
O40363,C0477,P0477,2024-05-18,North,2,1578.68,3157.36
O40364,C0016,P0132,2023-10-18,East,4,1169.4,4677.6
O40365,C0099,P0485,2025-01-27,East,4,1823.24,7292.96
O40366,C1200,P0258,2024-11-28,North,2,466.34,932.68
O40367,C1309,P0183,2025-07-25,North,3,999.06,2997.18
O40368,C0513,P0089,2025-05-28,South,4,1826.5,7306.0
O40369,C1528,P0254,2024-04-01,East,4,691.46,2765.84
O40370,C0667,P0464,2024-02-01,North,4,836.49,3345.96
O40371,C1268,P0386,2024-08-15,South,4,181.74,726.96
O40372,C1640,P0244,2025-01-20,West,5,609.8,3049.0
O40373,C0570,P0322,2024-11-11,South,3,83.0,249.0
O40374,C1356,P0179,2023-11-14,East,4,1170.63,4682.52
O40375,C0385,P0345,2024-03-19,South,5,741.99,3709.95
O40376,C0971,P0302,2025-07-04,South,3,195.55,586.65
O40377,C1317,P0306,2024-01-28,East,1,1595.94,1595.94
O40378,C1460,P0269,2023-11-30,North,3,75.49,226.47
O40379,C0591,P0114,2025-05-25,North,2,1408.47,2816.94
O40380,C0696,P0007,2024-06-09,North,4,667.26,2669.04
O40381,C0211,P0118,2025-05-27,North,1,183.03,183.03
O40382,C0623,P0058,2024-04-01,West,1,137.87,137.87
O40383,C0925,P0209,2025-02-25,East,5,1853.25,9266.25
O40384,C1542,P0287,2025-04-27,North,2,1066.82,2133.64
O40385,C1709,P0096,2024-10-18,South,4,1827.79,7311.16
O40386,C0658,P0059,2024-03-10,West,4,423.08,1692.32
